Marque,Model,Année,Kilométrage,Code Postal,Prix
AUDI SQ5,(2) 3.0 V6 BITDI 340 PLUS QUATTRO TIPTRONIC 8,2015,140 220 km,74,43 200 €
CITROEN GRAND C4 SPACETOURER,1.5 BLUEHDI 130 S&S ORIGINS BV6,2020,31 684 km,78,25 970 €
RENAULT GRAND SCENIC 4,IV 1.5 DCI 110 ENERGY LIFE,2016,163 584 km,47,13 210 €
CHEVROLET CORVETTE C6,C6 LS2,2007,128 116 km,24,38 610 €
OPEL CORSA 5,V 1.4 90 EDITION 5P,2019,13 194 km,78,12 990 €
VOLVO V70 (3E GENERATION),T6 330CH AWD RDESIGN BY HEICO SPORTIV,2011,198 750 km,92,24 360 €
PEUGEOT 807,(2) 2.0 HDI 163 FAP ALLURE BVA6 7PL,2013,185 546 km,28,13 510 €
CITROEN C4 CACTUS,(2) 1.2 PURETECH 110 S&S FEEL BUSINESS EAT6,2017,57 211 km,78,16 660 €
PORSCHE MACAN,(2) 3.0 S 354,2018,45 292 km,67,94 340 €
PEUGEOT 3008 (2E GENERATION),II 1.6 BLUEHDI 120 S&S ALLURE,2016,104 858 km,11,24 580 €
MINI COUNTRYMAN 2,II COOPER D FINITION CHILI 150 BVA8,2018,78 225 km,24,26 140 €
RENAULT MEGANE 4,IV 1.6 DCI 130 ENERGY INTENS,2017,31 910 km,18,19 150 €
MERCEDES SPRINTER 2,II (2) 314 CDI 37S 3.5T,2019,171 000 km,24,23 820 €
PEUGEOT PARTNER 3 FOURGON,III 1.5 BLUEHDI 130 S&S STANDARD 650KG PREMIUM,2022,5 850 km,33,25 500 €
VOLKSWAGEN PASSAT 8,VIII 2.0 TDI 190 BLUEMOTION TECHNOLOGY 4MOTION CARAT EXCLUSIVE DSG6,2016,100 025 km,69,25 440 €
HONDA HR-V 2,II 1.5 I-VTEC 130 EXECUTIVE NAVI CVT,2018,65 351 km,95,19 600 €
LAND ROVER RANGE ROVER VELAR,2.0 D240 14CV 4WD SE R-DYNAMIC AUTO,2019,42 782 km,95,81 300 €
PEUGEOT 308 (2E GENERATION) SW,II SW 1.6 BLUEHDI 120 S&S ACTIVE BUSINESS,2019,87 852 km,25,14 580 €
PORSCHE MACAN,3.0 V6 GTS,2018,72 142 km,51,79 440 €
CITROEN BERLINGO 2,II (2) 1.6 HDI 75 20 L1 CLUB,2017,133 662 km,24,13 770 €
CITROEN C5 AIRCROSS,1.2 PURETECH 130 S&S FEEL BV6,2019,13 946 km,47,26 980 €
FIAT 500 (2E GENERATION),II (2) 1.2 8V 69 POPSTAR,2016,40 955 km,11,12 630 €
MERCEDES CL 3 AMG,III 63 AMG BVA7,2007,97 244 km,61,49 070 €
FORD MUSTANG 6 COUPE,VI FASTBACK 5.0 V8 GT BVA6,2019,22 069 km,38,59 780 €
MERCEDES VITO,TOURER PRO 116 CDI 163 LONG 9G-TRONIC 9PL,2019,40 108 km,57,50 710 €
LAND ROVER RANGE ROVER EVOQUE,(2) TD4 180 HSE DYNAMIC BVA,2016,44 072 km,60,39 370 €
VOLKSWAGEN POLO 6,VI 1.0 65 TRENDLINE,2017,111 212 km,77,12 630 €
AUDI RS6 (3E GENERATION) AVANT,III (2) AVANT 4.0 TFSI 605 PERFORMANCE QUATTRO TIPTRONIC,2017,131 440 km,25,86 670 €
FERRARI GTC4,V12 690CH LUSSO 6.0,2018,42 308 km,06,239 440 €
VOLKSWAGEN GOLF SPORTSVAN,(2) 1.6 TDI 115 BLUEMOTION TECHNOLOGY CARAT DSG7,2018,92 802 km,55,22 580 €
PEUGEOT 208,(2) 1.2 PURETECH 82 SIGNATURE 5P,2020,29 557 km,72,16 080 €
PEUGEOT 308 (2E GENERATION),II (2) 1.2 PURETECH 130 S&S ACTIVE BUSINESS EAT6,2020,74 349 km,78,20 630 €
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S GT,2020,1 km,42,24 500 €
CITROEN C4 (3E GENERATION),III 1.5 BLUEHDI 130 S&S SHINE EAT8,2022,1 km,42,31 550 €
PORSCHE CAYENNE 2,II 3.0 V6 D 245 PLATINIUM EDITION TIPTRONIC,2013,154 988 km,57,42 360 €
DACIA DUSTER,(2) 1.5 DCI 110 FAP PRESTIGE 4X2 EURO6,2014,140 970 km,36,13 300 €
BMW SERIE 3 F31 TOURING,(F31) (2) TOURING 318D 150 M SPORT BVA8,2019,60 876 km,33,31 800 €
KIA SORENTO 3,III 2.2 CRDI 200 ISG ULTIMATE 4WD BVA6,2017,163 813 km,24,26 230 €
PEUGEOT 2008,(2) 1.2 PURETECH 82 ACTIVE,2018,24 770 km,47,14 370 €
AUDI Q3,2.0 TDI 140 AMBIENTE,2013,62 162 km,55,20 500 €
MERCEDES CLASSE A 3,III (2) 180 D BUSINESS EDITION 7G-DCT,2018,95 138 km,24,26 690 €
PORSCHE PANAMERA 2,II (2) 2.9 V6 462 HYBRID 4 EXECUTIVE,2020,10 460 km,37,129 130 €
RENAULT MEGANE 4 RS,IV 1.8 TCE 280 RS EDC,2017,59 171 km,63,37 340 €
MERCEDES CLASSE B 2,II (2) 180 D BUSINESS EDITION,2019,31 613 km,66,21 180 €
PORSCHE 911 TYPE 996,(996) (2) 3.6 CARRERA TARGA,2001,57 875 km,74,56 120 €
MERCEDES CLA,(2) 200 D BUSINESS EDITION,2018,103 565 km,66,29 250 €
RENAULT CLIO 4,IV (2) 0.9 TCE 90 ENERGY BUSINESS,2018,35 968 km,24,13 670 €
RENAULT SCENIC 4,IV 1.7 DCI 120 BLUE BUSINESS EDC,2020,126 748 km,37,16 720 €
KIA STONIC,1.0 T-GDI 120 ISG LAUNCH EDITION,2020,30 249 km,26,19 860 €
MAZDA 3 (3E GENERATION),III (2) 1.5 SKYACTIV-D 105 DYNAMIQUE BV6,2017,81 315 km,24,17 530 €
RENAULT KANGOO 2 EXPRESS,II (2) EXTRA R-LINK ENERGY DCI 90 E6,2018,74 428 km,24,14 020 €
PORSCHE 911 TYPE 991,(991) 3.4 350 CARRERA PDK,2011,125 887 km,95,90 730 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,2020,7 869 km,24,17 030 €
AUDI A5 SPORTBACK (2E GENERATION),II SPORTBACK 2.0 TFSI 252 AVUS QUATTRO S TRONIC 7 5PL,2017,34 841 km,69,48 380 €
RENAULT KANGOO 2 EXPRESS,II (2) CONFORT BLUE DCI 80 5CV,2021,8 982 km,24,14 360 €
MERCEDES GLC,350 E EXECUTIVE 4MATIC,2018,90 000 km,24,44 870 €
RENAULT KADJAR,(2) 1.3 TCE 160 FAP INTENS EDC,2022,6 364 km,28,27 970 €
MINI COUNTRYMAN 2,II ONE 102 6CV BV6,2019,94 037 km,57,21 390 €
MINI COUNTRYMAN 2,II COOPER ALL4 136 BVA8,2018,22 818 km,69,32 980 €
BMW SERIE 5 G31 TOURING,(G31) TOURING 520DA 190 SPORT,2016,138 880 km,59,37 180 €
PEUGEOT 208,(2) 1.2 PURETECH 110 S&S ALLURE 3P,2016,69 000 km,78,13 660 €
MERCEDES CLASSE C 4 COUPE,IV COUPE 220 D SPORTLINE 9G-TRONIC,2018,89 276 km,66,37 960 €
PEUGEOT 308 (2E GENERATION) SW,II SW 1.6 BLUEHDI 120 S&S ALLURE,2018,59 110 km,10,16 780 €
NISSAN QASHQAI 2,II 1.5 DCI 110 ACENTA,2015,148 592 km,66,10 380 €
VOLKSWAGEN GOLF 7 GTI,VII 2.0 TSI 230 BLUEMOTION TECHNOLOGY GTI PERFORMANCE 3P,2015,72 900 km,67,24 780 €
ASTON MARTIN DB11,5.2 BITURBO V12,2018,40 112 km,75,163 500 €
FERRARI ROMA,COUPE 3.9 DCT,2020,7 966 km,95,371 980 €
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,2021,26 071 km,72,23 050 €
AUDI A4 (5E GENERATION) AVANT,V AVANT 2.0 TDI 150 BUSINESS LINE S TRONIC,2016,76 959 km,35,26 990 €
MERCEDES CLASSE A 4 AMG,IV 35 AMG 4MATIC,2018,50 774 km,66,57 970 €
MERCEDES GLA,220 D BUSINESS EXECUTIVE 4MATIC 7G-DCT,2017,68 516 km,78,35 570 €
PORSCHE MACAN,3.0 V6 S DIESEL,2017,72 240 km,63,60 250 €
PEUGEOT 2008,(2) 1.5 BLUEHDI 120 S&S ALLURE BUSINESS EAT6,2017,95 811 km,69,15 840 €
TOYOTA COROLLA 12 TREK,VII TREK,2018,14 753 km,66,24 590 €
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S GT,2022,1 km,42,25 850 €
MERCEDES GLC,250 EXECUTIVE 4MATIC BVA9,2018,87 794 km,35,47 980 €
PEUGEOT 3008 (2E GENERATION),II 2.0 BLUEHDI 180 S&S GT EAT6,2018,110 716 km,78,26 690 €
NISSAN JUKE,(2) 1.2 DIG-T 115 N-CONNECTA,2017,57 000 km,24,13 560 €
AUDI A8 (3E GENERATION),III (2) V6 3.0 TDI 258 QUATTRO TIPTRONIC 8,2015,196 128 km,37,34 140 €
AUDI A5,(2) 3.0 V6 TDI 218 S LINE QUATTRO S TRONIC,2014,79 704 km,24,30 220 €
VOLKSWAGEN TIGUAN,(2) 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT,2017,155 440 km,24,22 850 €
SEAT ATECA,2.0 TDI 190 S&S 11CV 4DRIVE XCELLENCE DSG7,2019,108 000 km,25,32 280 €
RENAULT GRAND SCENIC 4,IV 1.7 DCI BLUE 150 BUSINESS INTENS EDC,2018,54 953 km,69,28 730 €
JEEP COMPASS 2,II 1.6 MJET 120 LONGITUDE BUSINESS,2019,62 323 km,24,22 870 €
VOLKSWAGEN T-ROC,2.0 TDI 150 CARAT DSG7,2022,11 377 km,69,36 450 €
PEUGEOT 508,1.6 THP 155 ALLURE,2010,70 834 km,95,12 800 €
PEUGEOT 308 (3E GENERATION),III 1.2 PURETECH 130 S&S ACTIVE PACK,2019,39 499 km,28,21 650 €
RENAULT CLIO 4,IV 1.5 DCI 90 ENERGY INTENS,2018,57 213 km,35,17 430 €
BMW X1 F48,(F48) SDRIVE16D SPORT DKG7,2018,69 340 km,24,32 530 €
PEUGEOT 308 (2E GENERATION) SW,II SW 1.6 BLUEHDI 120 S&S ALLURE,2015,88 958 km,24,15 730 €
PEUGEOT 308 (2E GENERATION) SW,II (2) SW 1.2 PURETECH 130 S&S ACTIVE BUSINESS EAT8,2018,110 555 km,35,16 560 €
FIAT 500 X,2.0 MULTIJET 140 OPENING EDITION 4X4 AT9,2017,113 950 km,47,16 260 €
PORSCHE 911 TYPE 991 TARGA,(991) (2) 3.0 450 34CV TARGA 4 GTS PDK7,2017,47 082 km,27,187 500 €
AUDI Q2,30 TDI 116 DESIGN LUXE,2020,15 824 km,69,33 330 €
FORD B-MAX,1.5 TDCI 95 S&S EDITION,2014,186 250 km,57,9 470 €
MERCEDES CLASSE B 2,II 180 CDI DESIGN,2014,177 089 km,80,13 370 €
MERCEDES CLK 2,II 200 K AVANTGARDE BVA 10CV,2007,126 564 km,95,12 680 €
CITROEN C3 (3E GENERATION),III 1.6 BLUEHDI 100 S&S SHINE BUSINESS,2016,17 660 km,47,17 010 €
AUDI A3 (3E GENERATION) SPORTBACK,III SPORTBACK 2.0 TDI 150 DPF S LINE S TRONIC,2016,31 694 km,92,27 540 €
MERCEDES CLASSE A 2,II (2) 160 CDI CLASSIC BLUEEFFICIENCY 5P,2012,103 847 km,28,7 870 €
AUDI A5 SPORTBACK (2E GENERATION),II SPORTBACK 3.0 TDI V6 218 DESIGN LUXE QUATTRO S TRONIC 7,2017,101 230 km,25,35 510 €
CITROEN C4 (3E GENERATION),III 1.5 BLUEHDI 130 S&S FEEL PACK EAT8,2022,1 km,42,27 770 €
JEEP RENEGADE,(2) 1.6 L MULTIJET 120 LIMITED BVR6,2020,28 520 km,37,26 480 €
AUDI A4 (5E GENERATION),V 1.4 TFSI 150 S LINE S TRONIC,2017,15 138 km,31,33 140 €
BMW SERIE 4 F36 GRAN COUPE,(F36) GRAN COUPE 430I XDRIVE 252 M SPORT BVA8,2017,76 174 km,28,33 060 €
AUDI A6 (5E GENERATION) AVANT,V AVANT 50 TDI 286 S LINE QUATTRO TIPTRONIC,2018,39 665 km,67,69 430 €
RENAULT MEGANE 3 COUPE CABRIOLET,III COUPE CABRIOLET 2.0 DCI 160 FAP GT EURO5,2009,102 608 km,95,14 800 €
CHEVROLET CAMARO 6,VI COUPE 6.2 650 10AT ZL1,2018,4 000 km,67,136 120 €
RENAULT KANGOO 2,II (2) 1.5 DCI 90 ENERGY FT INTENS,2016,167 813 km,24,9 700 €
MINI MINI 3 3P,III COOPER S 192 BVA7 3P,2021,25 630 km,33,31 790 €
LAND ROVER DISCOVERY SPORT,2.0 TD4 180 HSE 4WD AUTO,2017,98 700 km,24,28 240 €
AUDI A3 (3E GENERATION) CABRIOLET,III (2) CABRIOLET 1.5 TFSI 150 S LINE,2017,56 650 km,33,34 080 €
RENAULT MEGANE 4,IV 1.5 DCI 110 ENERGY BUSINESS EDC,2019,42 169 km,66,17 740 €
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S 7CV FEEL EAT8,2022,40 625 km,24,36 980 €
JAGUAR XKR COUPE,COUPE 4.0 BVA,1998,162 564 km,28,26 600 €
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S GT,2022,17 040 km,33,25 080 €
PORSCHE 911 TYPE 991 CABRIOLET,(991) (2) CABRIOLET 3.0 450 CARRERA 4 GTS PDK7,2016,39 760 km,51,156 680 €
SUBARU B9 TRIBECA,3.0 R 245 SPORTSHIFT 7PL,2006,201 049 km,92,12 850 €
MERCEDES CLA,(2) 200 9CV BUSINESS EDITION 7G-DCT,2017,5 559 km,69,36 400 €
MERCEDES CLASSE M,(2) ML 270 CDI BVA,2002,178 244 km,11,11 880 €
RENAULT MEGANE 4,IV 1.5 DCI 115 BLUE INTENS EDC,2021,37 312 km,78,21 880 €
CITROEN C3 AIRCROSS,1.5 BLUEHDI 100 S&S SHINE BV6,2020,24 999 km,47,21 580 €
CITROEN C3 (3E GENERATION),III 1.6 BLUEHDI 100 S&S SHINE BUSINESS,2018,54 046 km,47,18 890 €
BMW SERIE 2 F23 CABRIOLET,(F23) CABRIOLET 218I 136 M SPORT BVA8,2015,56 120 km,59,35 360 €
RENAULT ARKANA,1.3 TCE 140 RS LINE EDC 21B,2020,11 750 km,31,34 910 €
PEUGEOT 208,(2) 1.2 PURETECH 110 S&S FELINE 5P,2016,71 360 km,63,16 780 €
VOLKSWAGEN TIGUAN,(2) 2.0 TDI 140 BLUEMOTION TECHNOLOGY CARAT 4MOTION DSG7,2011,87 883 km,55,23 180 €
AUDI Q3 (2E GENERATION) SPORTBACK,II SPORTBACK 35 TDI 150 S LINE S TRONIC,2021,1 505 km,69,58 110 €
RENAULT GRAND SCENIC 4,IV 1.7 DCI 120 BLUE LIFE 7PL,2018,57 016 km,45,21 570 €
RENAULT CLIO 5,V 1.0 TCE 100 BUSINESS,2021,58 925 km,28,15 120 €
FIAT DOBLO 2,II (2) 1.6 MULTIJET 16V 105 DPF LOUNGE MAXI,2019,11 349 km,24,19 290 €
MERCEDES SL 2,II 500 BVA,2003,141 482 km,95,21 760 €
VOLKSWAGEN GOLF 7 SW,VII (2) SW 1.6 TDI 115 BLUEMOTION TECHNOLOGY CONFORTLINE DSG7,2020,94 222 km,55,16 570 €
MAZDA MX5 (3E GENERATION),III ROADSTER COUPE 2.0 160 PERFORMANCE,2010,77 438 km,71,21 730 €
VOLKSWAGEN TIGUAN 2,II 1.5 TSI 150 EVO 8CV CARAT EXCLUSIVE DSG7,2020,36 074 km,78,39 790 €
MINI MINI 3 5P,III 1.5 136 COOPER 5P,2016,39 100 km,24,19 430 €
KIA XCEED,1.6 CRDI 115 ISG ACTIVE DCT7,2021,30 025 km,26,28 910 €
VOLKSWAGEN TOUAREG 3,III 3.0 TSI 381 EHYBRID ELEGANCE,2020,20 416 km,69,88 790 €
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S ALLURE BUSINESS,2017,84 210 km,69,28 130 €
RENAULT CAPTUR,(2) 1.5 DCI 90 ENERGY INTENS EDC,2019,122 642 km,91,13 920 €
AUDI Q5 (2E GENERATION),II 40 TDI 190 S LINE QUATTRO S TRONIC 7,2018,67 258 km,74,53 300 €
TOYOTA COROLLA 12,XII HYBRIDE 122H 5CV DYNAMIC,2020,14 km,69,29 620 €
MERCEDES CLASSE E 4 CABRIOLET,IV (2) CABRIOLET 220 CDI EXECUTIVE 7G-TRONIC,2015,80 850 km,24,26 140 €
NISSAN JUKE,1.6 94 VISIA,2015,113 214 km,80,10 630 €
LAND ROVER RANGE ROVER SPORT 2,II (2) 5.0 V8 SUPERCHARGED SVR AUTO CARBON EDITION,2017,93 090 km,63,84 500 €
JEEP GLADIATOR,RUBICON CREW CAB V6 3.6,2022,24 km,67,97 470 €
AUDI Q3 (2E GENERATION),II 35 TFSI 150 DESIGN LUXE S TRONIC 7,2018,28 885 km,30,44 570 €
AUDI A4 (5E GENERATION) AVANT,V AVANT 1.4 TFSI 150 BUSINESS LINE S TRONIC,2017,100 191 km,35,30 110 €
RENAULT KANGOO 2 SOCIETE,II EXPRESS CONFORT L1 DCI 75 6CV EURO5,2017,95 235 km,24,10 970 €
AUDI A3 (4E GENERATION) SPORTBACK,IV SPORTBACK 35 TFSI 150 DESIGN S TRONIC,2019,19 624 km,01,36 190 €
RENAULT GRAND SCENIC 3,III (3) 1.6 DCI 130 ENERGY BUSINESS 7PL ECO2,2016,118 161 km,24,16 450 €
MINI MINI 2 CABRIOLET,II CABRIOLET 1.6 112 COOPER D,2014,130 540 km,24,16 950 €
AUDI Q3 (2E GENERATION),II 35 TDI 150 S LINE S TRONIC 7,2022,23 352 km,30,54 150 €
CITROEN C3 AIRCROSS,1.6 BLUEHDI 100 S&S FEEL BV6,2020,52 593 km,47,19 530 €
PEUGEOT 308 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ALLURE BUSINESS EAT6,2020,120 987 km,78,16 260 €
BMW SERIE 8 G15,(G15) 840DA 320 XDRIVE M SPORT,2020,76 703 km,66,77 680 €
CITROEN C5 AIRCROSS,2.0 BLUEHDI 180 S&S FEEL EAT8,2018,200 836 km,95,22 850 €
CUPRA FORMENTOR,2.0 TSI 310 4DRIVE VZ DSG7,2019,15 611 km,30,66 540 €
PORSCHE 911 TYPE 992 TARGA,(992) 3.0 450 TARGA 4S,2021,15 390 km,75,237 120 €
VOLKSWAGEN T-ROC,2.0 TDI 150 CARAT DSG7,2018,92 363 km,69,27 670 €
LAND ROVER RANGE ROVER VELAR,2.0 D240 14CV 4WD SE R-DYNAMIC AUTO,2019,24 861 km,60,70 090 €
FORD FIESTA 6,VI 1.5 TDCI 85 S&S BUSINESS NAV 5P,2019,57 895 km,38,12 580 €
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S ALLURE,2019,161 816 km,91,17 490 €
AUDI Q3 (2E GENERATION),II 35 TDI 150 DESIGN S TRONIC 7,2019,63 003 km,84,37 080 €
DS DS 7 CROSSBACK,2.0 BLUEHDI 180 GRAND CHIC AUTOMATIQUE,2019,141 861 km,95,28 770 €
MAZDA MX5 (4E GENERATION) ST,IV ST 2.0 SKYACTIV-G 160 SELECTION EDITION SPECIALE,2015,38 564 km,71,29 740 €
DS DS 3,(2) 1.6 E-HDI 90 EXECUTIVE,2012,155 082 km,16,11 890 €
MERCEDES-AMG GT 4 PORTES,(2) 53 AMG 4MATIC+ SPEEDSHIFT TCT,2020,63 647 km,61,130 960 €
PEUGEOT 208,(2) 1.2 PURETECH 110 S&S ALLURE 5P,2017,63 348 km,78,14 830 €
PEUGEOT 208,1.6 VTI 120 FELINE AUTO,2013,124 088 km,11,12 380 €
PEUGEOT 308 (2E GENERATION) SW,II (2) SW 1.5 BLUEHDI 130 S&S ACTIVE BUSINESS EAT8,2017,75 930 km,35,18 740 €
CITROEN C4 CACTUS,(2) 1.5 BLUEHDI 100 S&S SHINE BV6,2019,127 232 km,47,14 980 €
VOLKSWAGEN T-ROC,1.0 TSI 110 LOUNGE,2021,115 km,33,30 930 €
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S FEEL PACK EAT8,2021,12 km,33,40 460 €
VOLKSWAGEN AMAROK,(2) DOUBLE CABINE 3.0 TDI 258 4MOTION 4X4 PERMANENT DUCATI DIAVEL EDITION BVA8,2018,69 165 km,95,59 480 €
AUDI Q3,2.0 TDI 140 AMBIENTE,2013,113 058 km,55,21 260 €
AUDI A3 (3E GENERATION) CABRIOLET,III CABRIOLET 2.0 TDI 150 7CV AMBIENTE,2015,90 223 km,66,29 230 €
PEUGEOT 3008 (2E GENERATION),II 1.6 BLUEHDI 120 S&S ALLURE BUSINESS EAT6,2018,131 983 km,35,24 530 €
LAND ROVER RANGE ROVER VELAR,2.0 D240 4WD SE R-DYNAMIC AUTO,2019,45 060 km,24,66 650 €
PEUGEOT 407,(2) 2.0 HDI 163 FAP SIGNATURE BVA,2011,124 177 km,11,10 420 €
RENAULT MEGANE 4,IV 1.2 TCE 130 ENERGY INTENS EDC,2018,47 580 km,31,20 110 €
SKODA SUPERB 3 COMBI,III (2) COMBI 2.0 TDI SCR 150 8CV BUSINESS DSG7,2020,17 918 km,30,33 970 €
AUDI Q3,(2) 2.0 TDI ULTRA 150 AMBIENTE,2015,81 339 km,78,27 810 €
VOLKSWAGEN GOLF 7,VII (2) 1.6 TDI 115 BLUEMOTION TECHNOLOGY CONFORT BUSINESS DSG7 5P,2017,96 936 km,63,21 000 €
